sequence_id,frame_index,waveform_seed,method,subset,visual_update,association_correct,selected_index,estimate_x_m,estimate_y_m,estimate_z_m,error_x_m,error_y_m,error_z_m,error_3d_m,absolute_z_error_m,position_nees,covered_95,cov_xx_m2,cov_yy_m2,cov_zz_m2
seq04,5,20260971,rf_only_full_3d,easy,1,1,1,2.7569579411624865,14.359341304948138,-0.608564373582233,0.5807837395789557,1.1080715703957615,-0.9284826454203132,1.5579513407437822,0.9284826454203132,1.5484195973448902,1,0.7876911860669931,0.8474642518733709,1.0137836952462813
seq04,5,20260971,rf_vision_shared_pose,easy,1,1,1,2.9448123002094757,13.783587647581465,-0.9642140336814069,0.7686380986259449,0.5323179130290878,-1.284132305519487,1.5884466202141465,1.284132305519487,3.5029448217521093,1,0.6554307997069055,0.6636384117233703,0.8825756458088279
seq04,5,20260971,rf_vision_no_pose_uncertainty,easy,1,1,1,2.9448105984611717,13.78358590709164,-0.9642119693064448,0.7686363968776408,0.5323161725392627,-1.284130241144525,1.5884435445976002,1.284130241144525,11.596950249162193,0,0.6000327941801417,0.6084765056668019,0.8298458595726449
seq04,5,20260971,range_azimuth_vision,easy,1,1,1,2.9113018693822026,13.77280429379161,-0.9944878226790567,0.7351276677986718,0.5215345592392335,-1.3144060945171367,1.593761075490228,1.3144060945171367,3.8103336739142435,1,0.6552533710214916,0.6633567768512476,0.8856187501755455
seq04,6,20260971,rf_only_full_3d,easy,1,1,1,2.0053189195389862,13.330095818204693,-0.44635824759337694,-0.12849658487834992,0.13893444292910218,-0.7662440216467832,0.789268048553123,0.7662440216467832,1.2900990966416428,1,0.7658607982380127,0.8360519420437884,1.0309435228742951
seq04,6,20260971,rf_vision_shared_pose,easy,1,1,1,2.319041292221334,12.935657892819528,-0.5355650863711392,0.185225787803998,-0.2555034824560636,-0.8554508604245454,0.9118041437808246,0.8554508604245454,7.403831953293901,1,0.6414936516641049,0.6643164993076366,0.892546226647376
seq04,6,20260971,rf_vision_no_pose_uncertainty,easy,1,1,1,2.3190412448538744,12.935657932021734,-0.5355650532540828,0.18522574043653828,-0.25550344325385765,-0.855450827307489,0.9118040921030726,0.855450827307489,32.98192284337722,0,0.5864697397340372,0.6096747162979905,0.8403553680573688
seq04,6,20260971,range_azimuth_vision,easy,1,1,1,2.3104279780952237,12.932849620106108,-0.5432363786258568,0.17661247367788757,-0.25831175516948335,-0.8631221526792631,0.9180941014749233,0.8631221526792631,7.452496939851876,1,0.642391667742021,0.66434179798029,0.8940774283074819
seq04,7,20260971,rf_only_full_3d,easy,1,1,1,2.0357792212793235,12.023687677360877,1.163542978660331,-0.05535700228974694,-1.1066327625628212,0.8436495127262722,1.3926395690210749,0.8436495127262722,2.864305089417631,1,0.7943258784531325,0.7975344282550739,0.9915321333424548
seq04,7,20260971,rf_vision_shared_pose,easy,1,1,1,1.6505476343654877,12.038802204712978,0.845714794949651,-0.4405885892035828,-1.0915182352107209,0.5258213290155921,1.2891929385400982,0.5258213290155921,4.413346119874012,1,0.6524714647213079,0.6590769184235918,0.8778796240614165
seq04,7,20260971,rf_vision_no_pose_uncertainty,easy,1,1,1,1.650547129339374,12.038801665731064,0.845715505061773,-0.4405890942296964,-1.0915187741926342,0.5258220391277141,1.289193857106666,0.5258220391277141,17.285458205379676,0,0.5989430768088906,0.6057240226718864,0.8266606783148019
seq04,7,20260971,range_azimuth_vision,easy,1,1,1,1.621712096750588,12.029155040446854,0.8197077240189053,-0.46942412681848245,-1.1011653994768444,0.4998142580848465,1.2972041244265293,0.4998142580848465,4.593933078359882,1,0.6522428943466536,0.6588085381785715,0.8806269310895097
seq04,8,20260971,rf_only_full_3d,easy,1,1,1,4.5084391272355795,14.759150908634135,-1.9220584115454713,2.460304243485365,1.6904161352138924,-2.241984017354513,3.73324202467194,2.241984017354513,7.674704873559492,1,0.8413700847707054,0.8495926442233804,1.0383440743366175
seq04,8,20260971,rf_vision_shared_pose,easy,1,1,1,3.9661467913487005,15.172266906911846,-2.019400412928074,1.918011907598486,2.103532133491603,-2.3393260187371157,3.6845709840172387,2.3393260187371157,6.773731176268234,1,0.6577057288624079,0.6871660282713573,0.8709511365584793
seq04,8,20260971,rf_vision_no_pose_uncertainty,easy,1,1,1,3.96614450434123,15.17226459078733,-2.0193978069094793,1.9180096205910155,2.1035298173670878,-2.339323412718521,3.6845668166726373,2.339323412718521,7.02883056638414,1,0.6000759422635802,0.6301010554748123,0.8162198549098852
seq04,8,20260971,range_azimuth_vision,easy,1,1,1,3.9586082113971592,15.169789541547363,-2.0264125178804937,1.9104733276469448,2.1010547681271206,-2.3463381236895353,3.6836995079673676,2.3463381236895353,6.77419013373154,1,0.6588365370103829,0.6872292959955802,0.8726186969069668
seq04,9,20260971,rf_only_full_3d,easy,1,1,1,1.6428258883054703,12.100818781953034,0.4542590715176438,-0.36196778588643097,-0.9055188280344364,0.13434455552861535,0.984394984518189,0.13434455552861535,1.5109146289303879,1,0.7770482956148435,0.8101725925045709,1.0196164301317565
seq04,9,20260971,rf_vision_shared_pose,easy,1,1,1,1.653411594018127,12.25649993819912,0.6007669851482921,-0.35138208017377415,-0.7498376717883506,0.28085246915926365,0.8744163823562994,0.28085246915926365,2.2985774808592576,1,0.6465916851789946,0.6721267251828769,0.874530402783918
seq04,9,20260971,rf_vision_no_pose_uncertainty,easy,1,1,1,1.6534117496084864,12.256500109925149,0.6007667643765502,-0.3513819245834149,-0.7498375000623216,0.28085224838752176,0.874416101663266,0.28085224838752176,9.45552472986818,0,0.5924351034064536,0.6183531375539884,0.8228113241161438
seq04,9,20260971,range_azimuth_vision,easy,1,1,1,1.6672368645067768,12.26108728031239,0.6132946925977453,-0.33755680968512447,-0.7452503296750805,0.29338017660871685,0.869145892052984,0.29338017660871685,2.1954751998270647,1,0.6484274463568156,0.6724452512160721,0.8746595542751031
seq04,10,20260971,rf_only_full_3d,easy,1,1,1,2.969338849302357,14.132817241897518,-1.7087056487147372,1.0081933235064604,1.1895865094860234,-2.028633102911284,2.558695391667716,2.028633102911284,3.941811022785493,1,0.7877996024447276,0.8465594980199662,1.0532326169470902
seq04,10,20260971,rf_vision_shared_pose,easy,1,1,1,3.195540808394386,14.104531401710437,-1.5470853311325192,1.2343952825984894,1.1613006692989423,-1.867012785329066,2.5215248757047335,1.867012785329066,4.567557663548678,1,0.6442931973651197,0.6763217015383161,0.8874231626866237
seq04,10,20260971,rf_vision_no_pose_uncertainty,easy,1,1,1,3.1955400868282258,14.104530613449354,-1.547084421420192,1.2343945610323293,1.1612998810378592,-1.8670118756167386,2.521523485851098,1.8670118756167386,9.37561319104871,0,0.5877713384521813,0.6203459456052383,0.8339396399529228
seq04,10,20260971,range_azimuth_vision,easy,1,1,1,3.210519165548243,14.109491071011382,-1.5334693428983035,1.2493736397523463,1.166260338599887,-1.8533967970948502,2.521146040311945,1.8533967970948502,4.423892396356965,1,0.6463138714490855,0.6766642684042167,0.8877082273864537
seq04,11,20260971,rf_only_full_3d,easy,1,1,1,2.4991320382283178,13.241612520964068,-0.8320287337851937,0.5819606420764063,0.36227082159748214,-1.151925778384746,1.340466835104174,1.151925778384746,1.4764969699908876,1,0.7864459174125188,0.8253116773572619,1.0314203249723295
seq04,11,20260971,rf_vision_shared_pose,easy,1,1,1,2.3893266077847,13.192889501723696,-0.9660386270399596,0.4721552116327885,0.31354780235711033,-1.2859356716395118,1.405301860750899,1.2859356716395118,5.763580720012029,1,0.6409492230658674,0.6662940691740755,0.8930263202749009
seq04,11,20260971,rf_vision_no_pose_uncertainty,easy,1,1,1,2.3893268678644595,13.192889758834351,-0.9660389956355463,0.472155471712548,0.3135480594677649,-1.2859360402350988,1.4053023427859306,1.2859360402350988,22.23787512887874,0,0.5856199885415974,0.6113866821395587,0.8405987577873146
seq04,11,20260971,range_azimuth_vision,easy,1,1,1,2.376838850636193,13.188632939446016,-0.9773127128846696,0.45966745448428137,0.3092912400794301,-1.297209757484222,1.4105702374622133,1.297209757484222,5.876671159528529,1,0.6416827585454035,0.6662742902746678,0.894819231577824
seq04,12,20260971,rf_only_full_3d,easy,1,1,1,3.5207013249416867,13.994826085871045,-1.524047377306541,1.6477900259518885,1.1800259782348377,-1.8439588519057672,2.740046993476069,1.8439588519057672,4.056424336455274,1,0.8147489352466852,0.8315443556755826,1.0391567392024468
seq04,12,20260971,rf_vision_shared_pose,easy,1,1,1,3.3922465292458224,13.971963555375686,-1.6527432761512704,1.5193352302560241,1.157163447739478,-1.9726547507504966,2.745682711520023,1.9726547507504966,5.569031050070502,1,0.6593149127662038,0.660568834166136,0.8881137346040192
seq04,12,20260971,rf_vision_no_pose_uncertainty,easy,1,1,1,3.392246642290933,13.971963673812285,-1.6527434441727735,1.5193353433011347,1.1571635661760773,-1.9726549187719997,2.745682944705138,1.9726549187719997,11.910805444665245,0,0.6029717078834201,0.6044048634203188,0.8346352629361334
seq04,12,20260971,range_azimuth_vision,easy,1,1,1,3.380458255528098,13.968014142619701,-1.6635589068083334,1.5075469565383,1.1532140349834936,-1.9834703814075596,2.7453151350203586,1.9834703814075596,5.626086167020667,1,0.660176441292765,0.6605723860829796,0.8899487632818287
seq04,13,20260971,rf_only_full_3d,easy,1,1,0,2.87174611805154,13.76016233467813,-1.0019258622427003,1.0434014067451804,1.010635798534528,-1.321823741905271,1.963998273304179,1.321823741905271,1.935383973570616,1,0.7925567645261214,0.8560685530560639,1.0368232564168638
seq04,13,20260971,rf_vision_shared_pose,easy,1,1,0,2.9521383023759045,13.51032005546469,-1.1575528485410103,1.123793591069545,0.7607935193210889,-1.477450728203581,2.0061354562041025,1.477450728203581,3.819219732827995,1,0.644347439456723,0.6771940671890927,0.8865700473842187
seq04,13,20260971,rf_vision_no_pose_uncertainty,easy,1,1,0,2.952138738886841,13.510320556546464,-1.1575534725249856,1.1237940275804816,0.7607940204028623,-1.4774513521875563,2.0061363502980423,1.4774513521875563,10.008734246145623,0,0.5878226792517821,0.6212259418476946,0.8330726744489182
seq04,13,20260971,range_azimuth_vision,easy,1,1,0,2.9373514177095976,13.505294760874808,-1.1710927215253044,1.109006706403238,0.7557682247312059,-1.490990601187875,2.006024540525688,1.490990601187875,3.891715468288284,1,0.6450958767790719,0.6771587026217316,0.8885783234831405
seq04,14,20260971,rf_only_full_3d,easy,1,1,2,3.374706185025918,13.398046852067566,-1.0184334860390116,1.5911994626595756,0.714413320556126,-1.3383642792889103,2.198527022038318,1.3383642792889103,3.4623931037177966,1,0.8088849081228913,0.8220714276498575,1.0432066059793212
seq04,14,20260971,rf_vision_shared_pose,easy,1,1,2,3.1717642985528647,13.728991721952559,-0.9002470361006779,1.3882575761865223,1.045358190441119,-1.2201778293505767,2.123409235027552,1.2201778293505767,3.1323265688905977,1,0.6519370107211698,0.6706154285996057,0.8830255324444299
seq04,14,20260971,rf_vision_no_pose_uncertainty,easy,1,1,2,3.1717639437227425,13.72899145470727,-0.9002465262264648,1.3882572213564002,1.04535792319583,-1.2201773194763637,2.12340857848908,1.2201773194763637,4.614588555049497,1,0.5958971024285071,0.6149497755717104,0.8298069314138042
seq04,14,20260971,range_azimuth_vision,easy,1,1,2,3.1835486083356015,13.732953344531431,-0.8894335746833318,1.4000418859692592,1.0493198130199914,-1.2093643679332304,2.126911264461029,1.2093643679332304,3.195416564393322,1,0.6537859134264525,0.6709200780353793,0.8834622535720561
seq04,15,20260971,rf_only_full_3d,easy,1,1,2,1.2724637661771716,11.216376461972603,1.3474397893304833,-0.4659085088412871,-1.4006522066356428,1.0275169859225532,1.7985239778561128,1.0275169859225532,3.096487870120201,1,0.7888838735682255,0.785611178238692,1.0009467224524216
seq04,15,20260971,rf_vision_shared_pose,easy,1,1,2,0.8165533995900407,11.490718471690487,1.2000706663458323,-0.921818875428418,-1.1263101969177587,0.8801478629379023,1.7008777026615378,0.8801478629379023,2.502159708250676,1,0.644572005353704,0.6618286323839816,0.8813832671944364
seq04,15,20260971,rf_vision_no_pose_uncertainty,easy,1,1,2,0.8165560742643211,11.490720886766237,1.2000679641204708,-0.9218162007541376,-1.1263077818420086,0.8801451607125408,1.700873255517989,0.8801451607125408,6.743172133637433,1,0.5912489437760178,0.6087790197856997,0.8304305810053303
seq04,15,20260971,range_azimuth_vision,easy,1,1,2,0.804214902028941,11.486422956265407,1.1889042101107328,-0.9341573729895177,-1.1306057123428381,0.8689814067028028,1.7047134537769435,0.8689814067028028,2.58449835358849,1,0.6451002177260923,0.6617833882629299,0.8830901767355405
seq04,16,20260971,rf_only_full_3d,easy,1,1,1,3.2552006169122514,14.55343091306242,-0.9786734352161908,1.562233948413302,2.003641331203738,-1.2985982660228592,2.8533333051363767,1.2985982660228592,5.010397403972025,1,0.8061951851705911,0.8592235276767016,1.0232337017849304
seq04,16,20260971,rf_vision_shared_pose,easy,1,1,1,3.2331578716298544,14.090901904542905,-1.411051074587546,1.540191203130905,1.5411123226842225,-1.7309759053942144,2.7827133733797136,1.7309759053942144,3.889025746240134,1,0.6546767510654654,0.6696987904387817,0.8846882418087232
seq04,16,20260971,rf_vision_no_pose_uncertainty,easy,1,1,1,3.2331567305745628,14.090900792408526,-1.4110496537151143,1.5401900620756135,1.5411112105498432,-1.7309744845217827,2.7827112420559086,1.7309744845217827,4.102238040858021,1,0.598116506496147,0.613487108772175,0.8310366585543023
seq04,16,20260971,range_azimuth_vision,easy,1,1,1,3.192784601551578,14.07694066541677,-1.448444391678575,1.4998179330526287,1.5271510835580866,-1.7683692224852434,2.7764678948894694,1.7683692224852434,3.8194783379391595,1,0.6543262964029879,0.6693257742606761,0.8882059938452712
seq04,17,20260971,rf_only_full_3d,easy,1,1,1,1.450029861134258,11.043029436565865,0.19987026945810626,-0.19725000272466708,-1.4388419478292303,-0.12001777074160858,1.4572501431469067,0.12001777074160858,5.221650442674762,1,0.7987107579877826,0.782270702541381,1.0377986582639658
seq04,17,20260971,rf_vision_shared_pose,easy,1,1,1,1.2037178733856495,11.688254202620444,0.546524292413189,-0.4435619904732755,-0.7936171817746516,0.22663625221347417,0.9369842375504105,0.22663625221347417,3.0449323797214425,1,0.653563567473192,0.6610649292186044,0.8804947845284739
seq04,17,20260971,rf_vision_no_pose_uncertainty,easy,1,1,1,1.203718405887403,11.68825483048672,0.5465235306452293,-0.4435614579715219,-0.7936165539083753,0.22663549044551445,0.9369832694155783,0.22663549044551445,12.816554979626437,0,0.5991953956743504,0.6069003088452966,0.8286020590547847
seq04,17,20260971,range_azimuth_vision,easy,1,1,1,1.2378030842799903,11.699855274815215,0.5776821611679008,-0.4094767795789347,-0.7820161095798799,0.257794120968186,0.9196076540908877,0.257794120968186,2.6888085129249637,1,0.6563405087392797,0.6616728289071355,0.8793983277028222
seq04,18,20260971,rf_only_full_3d,easy,1,1,2,2.1074159672748536,12.599999581785339,0.47997651728876534,0.5060568857794443,0.18656638852323404,0.16005323676334582,0.5625989935734115,0.16005323676334582,0.8211919077084873,1,0.7970985917097303,0.8293155403526515,1.0019134459525367
seq04,18,20260971,rf_vision_shared_pose,easy,1,1,2,1.9010077389496038,12.322552860879624,0.05622263151379079,0.29964865745419456,-0.09088033238248094,-0.2637006490116287,0.4093734053614202,0.2637006490116287,1.0934860438654703,1,0.6529199375928024,0.6642533876716549,0.8807592851927735
seq04,18,20260971,rf_vision_no_pose_uncertainty,easy,1,1,2,1.9010078302309474,12.322553065873269,0.05622235774362839,0.29964874873553815,-0.09088012738883577,-0.26370092278179114,0.40937360301923825,0.26370092278179114,4.195465295239487,1,0.5980937815580568,0.60968331416806,0.82849822425462
seq04,18,20260971,range_azimuth_vision,easy,1,1,2,1.8619039297025344,12.308917395663615,0.02023951786992628,0.2605448482071251,-0.10451579759848961,-0.29968376265549324,0.41063064604858257,0.29968376265549324,1.1762125503090424,1,0.6523859155136504,0.6638547666030262,0.8841956475742047
seq04,19,20260971,rf_only_full_3d,easy,1,1,2,2.206209054247246,12.643287560970952,0.036459332800543365,0.6510371933480068,0.2989348241335854,-0.28346341156860033,0.7704303744663351,0.28346341156860033,0.6090113285921817,1,0.7904590611445845,0.8223139796350406,1.034998147451165
seq04,19,20260971,rf_vision_shared_pose,easy,1,1,2,2.239189152748522,12.69130172209153,0.10613641802087105,0.6840172918492826,0.34694898525416384,-0.21378632634827266,0.7962146992182516,0.21378632634827266,1.799004770620104,1,0.6504867632134603,0.6660583119793162,0.8843552418985106
seq04,19,20260971,rf_vision_no_pose_uncertainty,easy,1,1,2,2.239189142495978,12.691301714983325,0.1061364092263651,0.6840172815967385,0.34694897814595826,-0.21378633514277862,0.7962146896743973,0.21378633514277862,4.641404383972363,1,0.5951905780605615,0.6110769416214114,0.8317727523552647
seq04,19,20260971,range_azimuth_vision,easy,1,1,2,2.24572283502026,12.693513203263517,0.11210541936345103,0.6905509741210205,0.3491604664261505,-0.20781732500569267,0.8012251367418143,0.20781732500569267,1.8310046028762845,1,0.6520663629472051,0.6662928116939112,0.8850396750724752
seq04,20,20260971,rf_only_full_3d,easy,1,1,2,0.37595707215465524,12.09162426138201,0.8914263634089785,-1.1327866464892504,-0.18308554157821355,0.5714924698445274,1.2819241573074236,0.5714924698445274,2.4505326482581316,1,0.7567653804509457,0.8311239168383009,1.0121133543408964
seq04,20,20260971,rf_vision_shared_pose,easy,1,1,2,0.6744699804648889,11.617308147539088,0.7172167683183797,-0.8342737381790167,-0.6574016554211362,0.39728287475392854,1.134029668632345,0.39728287475392854,2.3997130202694184,1,0.6412264779541598,0.6643474479376043,0.8869510755094594
seq04,20,20260971,rf_vision_no_pose_uncertainty,easy,1,1,2,0.6744701772526333,11.617308341275486,0.7172164256128029,-0.8342735413912724,-0.6574014616847386,0.39728253204835173,1.1340292914918537,0.39728253204835173,7.0873517002490285,1,0.5871521462544463,0.6106269896200994,0.8354694310773286
seq04,20,20260971,range_azimuth_vision,easy,1,1,2,0.6576233989070693,11.611629419262643,0.7020977073876805,-0.8511203197368363,-0.6630803836975812,0.3821638138232294,1.1446093545438907,0.3821638138232294,2.573188912054558,1,0.6416501152078954,0.6642513564565183,0.8889650670944823
seq04,21,20260971,rf_only_full_3d,easy,1,1,2,1.6694842801156682,11.3360630043264,-0.34321367149886584,0.20741817779174876,-0.8684025574376975,-0.6631268159592869,1.1121521821617242,0.6631268159592869,3.916116408977492,1,0.7860424812563358,0.7957184138719624,1.0523872755589372
seq04,21,20260971,rf_vision_shared_pose,easy,1,1,2,1.6259566091417952,11.758059870025571,-0.01832527852680372,0.16389050681787576,-0.4464056917385264,-0.3382384229872248,0.5835609399423999,0.3382384229872248,4.239660070236481,1,0.6452672491019321,0.6591100171834359,0.893659355335973
seq04,21,20260971,rf_vision_no_pose_uncertainty,easy,1,1,2,1.6259567096697953,11.758060029852816,-0.018325386565149537,0.1638906073458759,-0.44640553191128163,-0.3382385310255706,0.5835609085327171,0.3382385310255706,18.637490354719347,0,0.590365954883013,0.604493310201646,0.8415450269982301
seq04,21,20260971,range_azimuth_vision,easy,1,1,2,1.657382608409318,11.768752183223977,0.010070527595428345,0.19531650608539852,-0.43571337854011993,-0.3098426168649927,0.5692074604342428,0.3098426168649927,3.971911190504345,1,0.6479440793511666,0.6596835750558835,0.8927870545796245
seq04,22,20260971,rf_only_full_3d,easy,1,1,2,1.52914426317815,11.976713821117393,0.9955632809221342,0.1139733214719123,-0.15700977529625249,0.6756337398702201,0.7029387868064615,0.6756337398702201,1.0517994560381834,1,0.7884535359393954,0.819197299493561,1.0029633229434802
seq04,22,20260971,rf_vision_shared_pose,easy,1,1,2,1.331228507890606,11.66785935439807,0.5548959090203577,-0.0839424338156316,-0.4658642420155754,0.2349663679684436,0.5284742361363706,0.2349663679684436,0.9961210637442377,1,0.648517924424327,0.6571958955338928,0.8890075648157231
seq04,22,20260971,rf_vision_no_pose_uncertainty,easy,1,1,2,1.331229519513331,11.667860448108188,0.5548944304027502,-0.08394142219290668,-0.4658631483054574,0.23496488935083615,0.5284724539051123,0.23496488935083615,3.492471429648424,1,0.5941570717634711,0.6030510512979491,0.837254014205463
seq04,22,20260971,range_azimuth_vision,easy,1,1,2,1.289922754417475,11.653854855137316,0.5176501804874913,-0.12524818728876275,-0.47986874127632895,0.19772063943557727,0.5339050182682898,0.19772063943557727,1.0464107188529992,1,0.6478405593970035,0.6567709241971509,0.8925419497670202
seq04,23,20260971,rf_only_full_3d,easy,1,1,2,1.2459567015463833,13.084797264459002,-0.04815398796953829,-0.12208131241507658,1.0223914551616424,-0.3680605733403868,1.09346089096784,0.3680605733403868,2.4420110764338965,1,0.7673765223186576,0.8577049113651779,1.0160844894417604
seq04,23,20260971,rf_vision_shared_pose,easy,1,1,2,1.2516751018117593,12.5383457609795,-0.5345448515726146,-0.11636291214970051,0.47593995168213965,-0.854451436943463,0.9849601124034948,0.854451436943463,4.351330502408224,1,0.6268058399920483,0.6776444085223746,0.8960173231764578
seq04,23,20260971,rf_vision_no_pose_uncertainty,easy,1,1,2,1.25167415576342,12.538344824364813,-0.534543766401858,-0.11636385819803996,0.4759390150674534,-0.8544503517727065,0.9849588302069345,0.8544503517727065,11.640757378786695,0,0.5713138261664834,0.6228591183503983,0.843619493599294
seq04,23,20260971,range_azimuth_vision,easy,1,1,2,1.2057801602077902,12.521875624332695,-0.576175853676304,-0.16225785375366963,0.45946981503533557,-0.8960824390471525,1.0200018919600329,0.8960824390471525,5.0519545753941095,1,0.6260896638956515,0.6771424287152377,0.8998351789739449
seq04,24,20260971,rf_only_full_3d,easy,1,1,1,1.1970181003264777,12.09551432337444,0.7594446613152144,-0.12367195202716008,0.1049336269489256,0.43955972242032115,0.4685280859853487,0.43955972242032115,0.4700657071839669,1,0.7808960163416386,0.8428634475621374,1.0045680556947547
seq04,24,20260971,rf_vision_shared_pose,easy,1,1,1,1.1963306505675424,11.572454399521071,0.29011591913149815,-0.12435940178609539,-0.41812629690444325,-0.029769019763395077,0.43724255912855914,0.029769019763395077,1.5022430201178159,1,0.6450954092561617,0.6668319431864038,0.8861459641566196
